char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price,class,plate_no_length,similar_digits,sepcial_date,saudi_tribes,One Digit,Two Digits (Same),Two Digits (Different),Three Digits (Same),Three Digits (Different),Four Digits (Same),Four Digits (Different),emergency_no,in_order,reversed_order,same_middles_no,plaindromic_no,same_first_last_no,same_two_sides,one_digit_zero,one_digit_one,one_digit_two,one_digit_three,one_digit_four,one_digit_five,one_digit_six,one_digit_seven,one_digit_eight,one_digit_nine
ق   ن   ق,G   N   G,ق,ن,ق,G,N,G,225,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ق   ط   ر,R   T   G,ق,ط,ر,G,T,R,582,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ى   ى,V   V   Z,م,ى,ى,Z,V,V,224,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ه   ه   ق,G   H   H,ه,ه,ق,H,H,G,37,23000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ل   ح,J   L   Z,م,ل,ح,Z,L,J,472,12000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   م   ر,R   Z   J,ح,م,ر,J,Z,R,35,35000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ب   ص,X   B   Z,م,ب,ص,Z,B,X,13,14000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ن   و,U   N   H,ه,ن,و,H,N,U,512,4300,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ى   م,Z   V   B,ب,ى,م,B,V,Z,2060,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   ه   ك,K   H   N,ن,ه,ك,N,H,K,220,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   ا   ط,T   A   A,ا,ا,ط,A,A,T,8882,30000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   ح   ط,T   J   G,ق,ح,ط,G,J,T,980,26000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ى   ى,V   V   Z,م,ى,ى,Z,V,V,47,36000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   ق   م,Z   G   G,ق,ق,م,G,G,Z,98,18500,,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   ق   ر,R   G   N,ن,ق,ر,N,G,R,231,5000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ل   ا,A   L   J,ح,ل,ا,J,L,A,2050,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ى   ى,V   V   J,ح,ى,ى,J,V,V,405,7000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ا   ا,A   A   B,ب,ا,ا,B,A,A,1100,7000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ك   د   د,D   D   K,ك,د,د,K,D,D,919,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ح   ى   ى,V   V   J,ح,ى,ى,J,V,V,405,7000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   ك   ط,T   K   E,ع,ك,ط,E,K,T,400,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ص   و   ق,G   U   X,ص,و,ق,X,U,G,10,25000,,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط   ى   ه,H   V   T,ط,ى,ه,T,V,H,30,17000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ر,R   Z   S,س,م,ر,S,Z,R,59,49000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ع,E   V   V,ى,ى,ع,V,V,E,99,34000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
و   ل   ه,H   L   U,و,ل,ه,U,L,H,72,25000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ق   ع,E   G   J,ح,ق,ع,J,G,E,14,14500,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   د   ق,G   D   B,ب,د,ق,B,D,G,6,35000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,540,32000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   و   ل,L   U   L,ل,و,ل,L,U,L,708,23000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ا   ى,V   A   U,و,ا,ى,U,A,V,344,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   ص   س,S   X   A,ا,ص,س,A,X,S,1,130000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
د   ر   ع,E   R   D,د,ر,ع,D,R,E,1261,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ر   ص   ا,A   X   R,ر,ص,ا,R,X,A,24,10000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   و   ص,X   U   V,ى,و,ص,V,U,X,717,12000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
س   ب   ب,B   B   S,س,ب,ب,S,B,B,400,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
س   ح   ب,B   J   S,س,ح,ب,S,J,B,10,250000,,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   م   ح,J   Z   U,و,م,ح,U,Z,J,446,2500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   م   ح,J   Z   U,و,م,ح,U,Z,J,446,4500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   د   ب,B   D   U,و,د,ب,U,D,B,10,34000,,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ط   ر,R   T   B,ب,ط,ر,B,T,R,114,12000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   ل   ط,T   L   B,ب,ل,ط,B,L,T,3,35000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ا   م   ل,L   Z   A,ا,م,ل,A,Z,L,128,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ط   ب,B   T   V,ى,ط,ب,V,T,B,686,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
د   ق   و,U   G   D,د,ق,و,D,G,U,13,17000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   م   ه,H   Z   R,ر,م,ه,R,Z,H,6666,35000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
د   ا   ك,K   A   D,د,ا,ك,D,A,K,4444,22000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ا   ص   ه,H   X   A,ا,ص,ه,A,X,H,8666,2000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ه   ق   م,Z   G   H,ه,ق,م,H,G,Z,268,2000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ص   ع,E   X   D,د,ص,ع,D,X,E,4444,16000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ق   و   ب,B   U   G,ق,و,ب,G,U,B,506,7500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ق   ى,V   G   B,ب,ق,ى,B,G,V,5556,15000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   ر,R   G,ق,ر,,G,R,,503,100000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ه   م,Z   H   V,ى,ه,م,V,H,Z,501,50000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ع   ه,H   E   H,ه,ع,ه,H,E,H,330,12000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   ر   ر,R   R   A,ا,ر,ر,A,R,R,9993,5500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
د   و   س,S   U   D,د,و,س,D,U,S,5535,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ا   ع   ه,H   E   A,ا,ع,ه,A,E,H,1666,4000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ق   ن   ه,H   N   G,ق,ن,ه,G,N,H,66,30000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ا   ن   ا,A   N   A,ا,ن,ا,A,N,A,2016,10000,,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   س   ر,R   S   Z,م,س,ر,Z,S,R,686,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ل   ق   د,D   G   L,ل,ق,د,L,G,D,331,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
د   ه   م,Z   H   D,د,ه,م,D,H,Z,444,13500,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ر   ر   ق,G   R   R,ر,ر,ق,R,R,G,717,9200,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ب   ه   د,D   H   B,ب,ه,د,B,H,D,9,100000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ل   س   ل,L   S   L,ل,س,ل,L,S,L,218,3700,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ل   ن,N   L   R,ر,ل,ن,R,L,N,2005,3000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ح   ق,G   J   B,ب,ح,ق,B,J,G,6010,2000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   د,D   V   V,ى,ى,د,V,V,D,949,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ع   م   ح,J   Z   E,ع,م,ح,E,Z,J,217,1000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   د   ن,N   D   N,ن,د,ن,N,D,N,93,50000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ك   و   ع,E   U   K,ك,و,ع,K,U,E,30,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   د   ع,E   D   E,ع,د,ع,E,D,E,82,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ا   م,Z   A   V,ى,ا,م,V,A,Z,919,75000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ح   ك   ب,B   K   J,ح,ك,ب,J,K,B,939,4500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ه   ن   د,D   N   H,ه,ن,د,H,N,D,442,5500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ل   س   م,Z   S   L,ل,س,م,L,S,Z,86,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   ا   ر,R   A   G,ق,ا,ر,G,A,R,498,3000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ن   ك,K   N   B,ب,ن,ك,B,N,K,8288,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
د   ق   ه,H   G   D,د,ق,ه,D,G,H,2026,10000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,503,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص   ص   ع,E   X   X,ص,ص,ع,X,X,E,4,30000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ح   م   د,D   Z   J,ح,م,د,J,Z,D,3282,4500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ن   ك,K   N   D,د,ن,ك,D,N,K,23,45000,,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   د   ل,L   D   Z,م,د,ل,Z,D,L,698,3000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ط   و,U   T   U,و,ط,و,U,T,U,131,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ص   ب   ا,A   B   X,ص,ب,ا,X,B,A,70,30000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ى   ا,A   V   A,ا,ى,ا,A,V,A,949,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ا   ك   ص,X   K   A,ا,ك,ص,A,K,X,303,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
س   ع   د,D   E   S,س,ع,د,S,E,D,5655,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
س   ع   د,D   E   S,س,ع,د,S,E,D,9999,12000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ر   ح   ك,K   J   R,ر,ح,ك,R,J,K,202,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ر   ن   و,U   N   R,ر,ن,و,R,N,U,2998,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ع   ك,K   E   R,ر,ع,ك,R,E,K,3333,26000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ر   ب   ع,E   B   R,ر,ب,ع,R,B,E,1542,5000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ل   ط,T   L   B,ب,ل,ط,B,L,T,9909,4500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ح   م   و,U   Z   J,ح,م,و,J,Z,U,244,3800,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   ل   ق,G   L   U,و,ل,ق,U,L,G,636,4000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ى   ر   ب,B   R   V,ى,ر,ب,V,R,B,474,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ك   م   ص,X   Z   K,ك,م,ص,K,Z,X,541,8000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   س   و,U   S   B,ب,س,و,B,S,U,7171,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   د   ح,J   D   B,ب,د,ح,B,D,J,94,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ب   ص,X   B   V,ى,ب,ص,V,B,X,200,6500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ر   ن   ا,A   N   R,ر,ن,ا,R,N,A,7921,3000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ر   ى,V   R   H,ه,ر,ى,H,R,V,731,4000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,950,35000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   س   ل,L   S   Z,م,س,ل,Z,S,L,322,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ه   ى   ل,L   V   H,ه,ى,ل,H,V,L,666,16000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ق   ل   ق,G   L   G,ق,ل,ق,G,L,G,222,15000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ح   ر   م,Z   R   J,ح,ر,م,J,R,Z,1111,17000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ى   ح   ى,V   J   V,ى,ح,ى,V,J,V,999,17000,,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ا   ح   س,S   J   A,ا,ح,س,A,J,S,100,35000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ن   ح   ب,B   J   N,ن,ح,ب,N,J,B,996,12500,,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,22,15000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ر   س   ق,G   S   R,ر,س,ق,R,S,G,24,9000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ه   س,S   H   L,ل,ه,س,L,H,S,80,60000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ن   ى,V   N   Z,م,ن,ى,Z,N,V,355,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ص   ص   ه,H   X   X,ص,ص,ه,X,X,H,868,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ص   ق   ع,E   G   X,ص,ق,ع,X,G,E,488,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   ك   ك,K   K   A,ا,ك,ك,A,K,K,404,6000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ص   ق   ص,X   G   X,ص,ق,ص,X,G,X,222,10000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ب   ه   و,U   H   B,ب,ه,و,B,H,U,700,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   ا   ه,H   A   U,و,ا,ه,U,A,H,301,4000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ا   ص,X   A   U,و,ا,ص,U,A,X,27,12000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   د   ا,A   D   N,ن,د,ا,N,D,A,9,20000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ع   ل   ن,N   L   E,ع,ل,ن,E,L,N,998,1000,,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
س   ط   ر,R   T   S,س,ط,ر,S,T,R,150,29000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ط   ل,L   T   J,ح,ط,ل,J,T,L,506,20000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   و   ى,V   U   R,ر,و,ى,R,U,V,33,100000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ع   ص   ع,E   X   E,ع,ص,ع,E,X,E,999,30000,,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ك   ط   ن,N   T   K,ك,ط,ن,K,T,N,37,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   م   ا,A   Z   R,ر,م,ا,R,Z,A,3000,14000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
د   ر   م,Z   R   D,د,ر,م,D,R,Z,71,7000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   م   د,D   Z   J,ح,م,د,J,Z,D,7228,7000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ن   ر,R   N   A,ا,ن,ر,A,N,R,3332,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   ط   ل,L   T   N,ن,ط,ل,N,T,L,505,30000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
